First,Last,Nickname,Stance,Win,Loss,Draw,Total Fights,Weight_numeric,Height_cm
Sean,Spencer,Black Magic,,12,6,0,18,170,177.8
Steve,Vigneault,Lionheart,Orthodox,12,6,0,18,185,177.8
Gary,Padilla,,,12,6,0,18,205,180.34
Jessica,Penne,,,12,6,0,18,115,165.1
Andre,Soukhamthath,The Asian Sensation,Orthodox,12,6,0,18,135,175.26
Anthony,Christodoulou,,Orthodox,12,6,0,18,155,175.26
Alvin,Robinson,,Southpaw,12,6,0,18,155,175.26
Justin,Buchholz,,Orthodox,12,6,0,18,155,182.88
Shane,Campbell,Shaolin,Orthodox,12,6,0,18,155,182.88
Paul,Taylor,Relentless,Orthodox,11,6,1,18,155,182.88
Bradley,Scott,Bear,,12,6,0,18,170,185.42
Brian,Stann,All American,Orthodox,12,6,0,18,205,185.42
Pete,Williams,El Duro,Orthodox,12,6,0,18,265,190.5
Shane,Roller,,Orthodox,11,7,0,18,155,177.8
Tiki,Ghosn,,Orthodox,10,7,1,18,170,177.8
Solomon,Hutcherson,King,Southpaw,11,7,0,18,185,180.34
Matt,Serra,The Terra,Orthodox,11,7,0,18,170,167.64000000000001
Shoji,Maruyama,,Orthodox,10,7,1,18,139,170.18
Torrance,Taylor,,,10,7,1,18,155,170.18
Francisco,Rivera,Cisco,Orthodox,11,7,0,18,135,172.72
Leslie,Smith,The Peacemaker,Orthodox,10,7,1,18,135,175.26
Dean,Lister,The Boogeyman,Orthodox,11,7,0,18,185,185.42
Tatsuya,Mizuno,,Southpaw,10,7,1,18,205,185.42
Vinny,Magalhaes,Pezao,Orthodox,11,7,0,18,205,190.5
Kimo,Leopoldo,,Orthodox,10,7,1,18,265,190.5
Walt,Harris,The Big Ticket,Southpaw,11,7,0,18,265,195.57999999999998
Hidehiko,Yoshida,,Orthodox,9,8,1,18,265,180.34
Waachiim,Spiritwolf,Native Warrior,,9,8,1,18,170,172.72
Kultar,Gill,Black Mamba,Orthodox,10,8,0,18,154,182.88
Scott,Bills,,,8,9,1,18,170,177.8
John,Lober,The Machine,Orthodox,5,9,4,18,199,180.34
Brian,Lo-A-Njoe,,Orthodox,6,9,3,18,155,170.18
Gabriel,Miglioli,Biel,,9,9,0,18,170,172.72
Chad,Cook,,,9,9,0,18,205,187.96
Paul,Varelans,The Polar Bear,Orthodox,9,9,0,18,300,203.2
Jan,Finney,Cuddles,Orthodox,8,10,0,18,135,172.72
Josh,Burns,The Hammer,,8,10,0,18,265,185.42
Harry,Moskowitz,Dirty,Orthodox,6,12,0,18,300,195.57999999999998
Alexander,Volkanovski,The Great,Orthodox,18,1,0,19,145,167.64000000000001
Rin,Nakai,,Orthodox,16,2,1,19,135,154.94
John,Hathaway,The Hitman,Orthodox,17,2,0,19,170,185.42
Royce,Gracie,,Southpaw,14,2,3,19,175,185.42
Tony,Bonello,The Gun,,16,2,1,19,185,187.96
Joe,Duffy,Irish,Orthodox,16,3,0,19,155,177.8
Claudia,Gadelha,Claudinha,Orthodox,16,3,0,19,115,162.56
TJ,Dillashaw,,Orthodox,16,3,0,19,135,167.64000000000001
Koichiro,Matsumoto,,,15,3,1,19,145,170.18
Kelvin,Gastelum,,Southpaw,16,3,0,19,185,175.26
Lucas,Martins,Mineiro,Southpaw,16,3,0,19,145,182.88
Luan,Chagas,Tarzan,Orthodox,15,3,1,19,170,182.88
Leon,Edwards,Rocky,Southpaw,16,3,0,19,170,182.88
Danny,Roberts,Hot Chocolate,Southpaw,16,3,0,19,170,185.42
Curtis,Millender,Curtious,Orthodox,16,3,0,19,170,187.96
Thiago,Silva,,Orthodox,16,3,0,19,205,187.96
Bryan,Baker,The Beast,Orthodox,16,3,0,19,185,190.5
Beneil,Dariush,,Southpaw,14,4,1,19,155,177.8
Dan,Lauzon,The Upgrade,Orthodox,15,4,0,19,155,177.8
Matt,Veach,,Orthodox,15,4,0,19,155,180.34
Paul,Felder,The Irish Dragon,Orthodox,15,4,0,19,170,180.34
Eric,Schambari,,Orthodox,15,4,0,19,185,180.34
Todd,Brown,Bulldog,Orthodox,15,4,0,19,205,180.34
Alan,Hiro,Yamaniha,Orthodox,11,4,4,19,135,165.1
Keisuke,Fujiwara,,Switch,11,4,4,19,139,167.64000000000001
Antonio,Duarte,Tigre,,15,4,0,19,135,170.18
Rob,Font,,Orthodox,15,4,0,19,135,172.72
Jacob,Volkmann,Christmas,Southpaw,15,4,0,19,155,175.26
Tim,Williams,The South Jersey Strangler,Orthodox,15,4,0,19,185,187.96
Virgil,Zwicker,RezDog,,14,4,1,19,205,187.96
Carla,Esparza,Cookie Monster,,14,5,0,19,115,154.94
Steve,Bruno,Hollywood,Orthodox,14,5,0,19,170,177.8
Edgar,Garcia,,Orthodox,14,5,0,19,170,177.8
Brennan,Ward,The Irish Bad Boy,,14,5,0,19,170,177.8
Humberto,Bandenay,,Southpaw,14,5,0,19,145,180.34
Josh,Grispi,The Fluke,Orthodox,14,5,0,19,145,180.34
Max,Griffin,Pain,Orthodox,14,5,0,19,170,180.34
Alex,Morono,The Great White,Orthodox,14,5,0,19,170,180.34
Ricardo,Arona,The Brazilian Tiger,Orthodox,14,5,0,19,205,180.34
Ali,Bagautinov,Puncher,Orthodox,14,5,0,19,125,162.56
Ian,McCall,Uncle Creepy,Orthodox,13,5,1,19,125,165.1
Brandon,Moreno,The Assassin Baby,Orthodox,14,5,0,19,125,170.18
Reginaldo,Vieira,,,14,5,0,19,135,170.18
Alejandro,Garcia,Alex,,14,5,0,19,145,170.18
Felipe,Olivieri,,Orthodox,14,5,0,19,155,175.26
Todd,Moore,,Southpaw,14,5,0,19,170,175.26
Glaico,Franca,Nego,,14,5,0,19,155,182.88
Jason,Gilliam,,Orthodox,14,5,0,19,170,182.88
Carmelo,Marrero,The Fury,Orthodox,14,5,0,19,205,182.88
Nordine,Taleb,,Orthodox,14,5,0,19,170,185.42
Zu,Anyanwu,8th Wonder,Orthodox,14,5,0,19,265,185.42
Tamdan,McCrory,The Barncat,Switch,14,5,0,19,185,193.04
Magnus,Cedenblad,Jycken,Orthodox,14,5,0,19,185,195.57999999999998
Cody,Pfister,The Fist,Orthodox,12,6,1,19,155,177.8
Jordan,Rinaldi,All Day,Orthodox,13,6,0,19,155,177.8
Victor,Valenzuela,Joe Boxer,,11,6,2,19,155,177.8
Steve,Lopez,,Orthodox,12,6,1,19,155,180.34
Kazuki,Tokudome,,Southpaw,12,6,1,19,155,180.34
Benny,Alloway,Blanco,Orthodox,13,6,0,19,170,180.34
Yoshiyuki,Yoshida,Zenko,Southpaw,13,6,0,19,170,180.34
Joao,Zeferino,The Brazilian Samurai,Orthodox,13,6,0,19,170,180.34
Jessica,Eye,Evil,Orthodox,13,6,0,19,125,167.64000000000001
Chad,George,Savage,Southpaw,13,6,0,19,135,167.64000000000001
Luiz,Firmino,Buscape,Orthodox,13,6,0,19,154,167.64000000000001
Teruto,Ishihara,Yashabo,Southpaw,11,6,2,19,135,170.18
Leandro,Issa,Brodinho,Orthodox,13,6,0,19,135,170.18
Albert,Rios,,,13,6,0,19,145,172.72
Will,Campuzano,,Orthodox,13,6,0,19,125,175.26
Mike,Aina,Iron,Orthodox,12,6,1,19,155,175.26
Cristiano,Marcello,,Orthodox,13,6,0,19,155,175.26
Garreth,McLellan,Soldier Boy,Southpaw,13,6,0,19,185,185.42
Mike,Massenzio,The Master of Disaster,Southpaw,13,6,0,19,185,187.96
Jared,Hamman,The Messenger,Orthodox,13,6,0,19,185,190.5
Kenny,Giddens,,,12,7,0,19,155,180.34
Charlie,Valencia,,Orthodox,12,7,0,19,135,160.02
Stephen,Palling,Bozo,,11,7,1,19,143,162.56
Willie,Gates,Whoop Ass,Orthodox,12,7,0,19,125,172.72
Akiyo,Nishiura,Wicky Akiyo,Southpaw,11,7,1,19,139,172.72
Justin,Salas,J-Bomb,Southpaw,12,7,0,19,155,172.72
Ryan,Thomas,The Tank Engine,Orthodox,12,7,0,19,170,182.88
Scott,Harper,,Orthodox,12,7,0,19,185,182.88
Bobby,Cooper,Super Duper,,12,7,0,19,155,185.42
Dustin,Hazelett,McLovin,Orthodox,12,7,0,19,170,185.42
Rafael,Feijao,Feijao,Orthodox,12,7,0,19,205,185.42
Brandon,Vera,The Truth,Orthodox,12,7,0,19,265,190.5
Brian,Rogers,The Professional Predator,,11,8,0,19,185,180.34
Daisuke,Sugie,Amazon,Orthodox,10,8,1,19,160,167.64000000000001
Kazuyuki,Miyata,,Orthodox,11,8,0,19,139,172.72
Sabah,Homasi,The Problem,Orthodox,11,8,0,19,170,182.88
Bob,Sapp,The Beast,Orthodox,11,8,0,19,300,195.57999999999998
Zhang,Lipeng,The Warrior,Southpaw,9,9,1,19,155,180.34
David,Velasquez,Little,Orthodox,10,9,0,19,145,165.1
Brian,Sleeman,,,9,9,1,19,185,172.72
Nicdali,Rivera-Calanoc,The Night Queen,,9,10,0,19,105,160.02
Ashe,Bowman,The Archer,,9,10,0,19,155,175.26
Colin,Robinson,Big C,Orthodox,9,10,0,19,265,193.04
Zach,Light,,Orthodox,8,11,0,19,170,172.72
Olaf,Alfonso,,Orthodox,8,11,0,19,170,187.96
Mychal,Clark,,Orthodox,7,12,0,19,265,190.5
Henry,Miller,Sentoryu,Southpaw,6,13,0,19,300,170.18
Ross,Pointon,The Gladiator,Orthodox,6,13,0,19,170,172.72
Joe,Charles,The Ghetto Man,Southpaw,6,13,0,19,265,185.42
Vitaly,Minakov,,,20,0,0,20,265,187.96
Justin,Gaethje,The Highlight,Orthodox,18,2,0,20,155,180.34
Kyoji,Horiguchi,,Orthodox,18,2,0,20,125,165.1
Ben,Reiter,The Hunter,,17,2,1,20,185,190.5
Myles,Jury,Fury,Orthodox,17,3,0,20,145,177.8
JJ,Ambrose,,Orthodox,17,3,0,20,170,177.8
Ramazan,Emeev,Gorets,Southpaw,17,3,0,20,185,177.8
Chas,Skelly,The Scrapper,Orthodox,17,3,0,20,145,180.34
Gunnar,Nelson,Gunni,Switch,16,3,1,20,170,180.34
Sergio,Pettis,The Phenom,Orthodox,17,3,0,20,125,167.64000000000001
Enrique,Barzola,El Fuerte,,16,3,1,20,145,170.18
Kevin,Lee,The Motown Phenom,Orthodox,17,3,0,20,155,175.26
Fernando,Bruno,Acougueiro,,16,4,0,20,145,167.64000000000001
Amanda,Nunes,Lioness,Orthodox,16,4,0,20,135,172.72
Akira,Kikuchi,,Orthodox,16,4,0,20,155,172.72
Jessin,Ayari,Abacus,Orthodox,16,4,0,20,170,182.88
David,Zawada,Sagat,Orthodox,16,4,0,20,170,182.88
Luke,Rockhold,,Southpaw,16,4,0,20,185,190.5
Per,Eklund,,Orthodox,14,5,1,20,155,177.8
Yancy,Medeiros,The Kid,Orthodox,15,5,0,20,170,177.8
Kenny,Robertson,,Orthodox,15,5,0,20,170,177.8
Ilir,Latifi,The Sledgehammer,Orthodox,15,5,0,20,205,177.8
Mickael,Lebout,Ragnar,Orthodox,14,5,1,20,155,180.34
Alberto,Crane,,Orthodox,15,5,0,20,155,165.1
Matt,Grice,The Real One,Orthodox,15,5,0,20,145,172.72
Piotr,Hallmann,Pletwal,Orthodox,15,5,0,20,155,175.26
Shane,Nelson,Sugar,Southpaw,15,5,0,20,155,175.26
Alex,Garcia,The Dominican Nightmare,Orthodox,15,5,0,20,170,175.26
Jae Suk,Lim,,Orthodox,15,5,0,20,170,175.26
Austin,Arnett,Golden Boy,Orthodox,15,5,0,20,145,182.88
Li,Jingliang,The Leech,Orthodox,15,5,0,20,170,182.88
Terry,Etim,,Orthodox,15,5,0,20,155,185.42
Che,Mills,Beautiful,Orthodox,15,5,0,20,170,185.42
Logan,Clark,,Orthodox,15,5,0,20,185,187.96
Jesse,Forbes,Kid Hercules,Southpaw,15,5,0,20,185,187.96
Kenny,Florian,KenFlo,Southpaw,14,6,0,20,145,177.8
Estevan,Payan,El Terrible,Orthodox,14,6,0,20,145,177.8
Shannon,Gugerty,,Orthodox,14,6,0,20,155,177.8
George,Sotiropoulos,,Orthodox,14,6,0,20,155,177.8
Yoshihiro,Akiyama,,Orthodox,14,6,0,20,170,177.8
Reza,Madadi,Mad Dog,Orthodox,14,6,0,20,155,180.34
Andre,Winner,,Orthodox,13,6,1,20,155,180.34
Vicente,Luque,The Silent Assassin,Orthodox,13,6,1,20,170,180.34
Larry,Parker,,Orthodox,13,6,1,20,205,180.34
Cleber,Luciano,,,14,6,0,20,155,167.64000000000001
Godofredo,Pepey,,Orthodox,14,6,0,20,145,170.18
Junior,Hernandez,Hot Handed,Orthodox,14,6,0,20,135,175.26
Marc,Stevens,,,14,6,0,20,155,175.26
Jonathan,Brookins,,Southpaw,14,6,0,20,145,182.88
Sean,Pierson,The Punisher,Southpaw,14,6,0,20,170,182.88
Mark,Munoz,The Filipino Wrecking Machine,Orthodox,14,6,0,20,185,182.88
Seth,Petruzelli,The Silverback,Orthodox,14,6,0,20,205,182.88
Martin,Svensson,Big Swede,,14,6,0,20,155,185.42
Brodie,Farber,,Orthodox,14,6,0,20,170,185.42
Cezar,Ferreira,Mutante,Southpaw,14,6,0,20,185,185.42
Joachim,Christensen,,Orthodox,14,6,0,20,205,190.5
Nick,Piedmont,No Limit,,12,7,1,20,145,177.8
Justin,James,,Orthodox,13,7,0,20,155,177.8
Ryan,McGivern,,Orthodox,13,7,0,20,185,182.88
Jeremiah,Metcalf,,Orthodox,13,7,0,20,185,185.42
Vitor,Miranda,Lex Luthor,Orthodox,13,7,0,20,185,185.42
Mauricio,Alonso,,,13,7,0,20,170,187.96
Kalib,Starnes,,Orthodox,12,7,1,20,185,190.5
Brad,Imes,Hillbilly Heartthrob,Orthodox,13,7,0,20,265,200.66
KJ,Noons,King,Orthodox,12,8,0,20,155,177.8
Enson,Inoue,Yamato Damashii,Orthodox,12,8,0,20,265,177.8
Damacio,Page,The Angel of Death,Orthodox,12,8,0,20,135,167.64000000000001
Paul,Rodriguez,,Orthodox,10,8,2,20,155,170.18
Joe,Wilk,The Nose,,12,8,0,20,145,175.26
Kengo,Ura,Uraken,,10,8,2,20,165,175.26
Wilson,Gouveia,,Orthodox,12,8,0,20,185,185.42
Angela,Magana,Your Majesty,,11,9,0,20,115,154.94
Todd,Medina,El Tiburon,Southpaw,11,9,0,20,193,177.8
Billy,Vaughan,,,11,9,0,20,155,167.64000000000001
Codale,Ford,Crunch Time,,11,9,0,20,170,175.26
Keith,Berry,,,10,9,1,20,185,185.42
Mike,Cook,,Orthodox,11,9,0,20,205,185.42
Rory,Singer,Outburst,Orthodox,11,9,0,20,185,187.96
Kevin,Jordan,The Shaman,Orthodox,11,9,0,20,265,190.5
Willie,Peeters,,Orthodox,9,10,1,20,265,175.26
Bo,Cantrell,Redrum,Orthodox,10,10,0,20,265,187.96
Steve,Mensing,The Machine,Orthodox,7,11,2,20,185,180.34
Elvis,Sinosic,The King of Rock n' Rumble,Orthodox,7,11,2,20,205,190.5
Cris,Cyborg,Cyborg,Orthodox,20,1,0,21,145,172.72
Andrey,Koreshkov,Spartan,,19,2,0,21,170,182.88
